ZIP5,ZIP3,Eligible Delivery Points,RU,HH,Email,Area,District
91404,914,127,5,4,5,WESTERN-PACIFIC,CALIFORNIA 3
91405,914,18379,8801,5912,7734,WESTERN-PACIFIC,CALIFORNIA 3
91406,914,18614,10082,6777,8684,WESTERN-PACIFIC,CALIFORNIA 3
91407,914,134,5,5,5,WESTERN-PACIFIC,CALIFORNIA 3
91408,914,494,42,35,42,WESTERN-PACIFIC,CALIFORNIA 3
91409,914,1643,256,220,246,WESTERN-PACIFIC,CALIFORNIA 3
91411,914,9573,5376,3646,4619,WESTERN-PACIFIC,CALIFORNIA 3
91412,914,700,77,64,73,WESTERN-PACIFIC,CALIFORNIA 3
91413,914,1863,387,326,364,WESTERN-PACIFIC,CALIFORNIA 3
91416,914,1766,228,185,213,WESTERN-PACIFIC,CALIFORNIA 3
91423,914,15222,9803,6793,8175,WESTERN-PACIFIC,CALIFORNIA 3
91426,914,974,120,105,117,WESTERN-PACIFIC,CALIFORNIA 3
91436,914,5490,3705,2527,3061,WESTERN-PACIFIC,CALIFORNIA 3
91501,915,8702,4364,3018,3653,WESTERN-PACIFIC,CALIFORNIA 3
91502,915,4730,2401,1662,2099,WESTERN-PACIFIC,CALIFORNIA 3
91503,915,608,168,139,156,WESTERN-PACIFIC,CALIFORNIA 3
91504,915,9424,5279,3599,4357,WESTERN-PACIFIC,CALIFORNIA 3
91505,915,12382,7767,5288,6331,WESTERN-PACIFIC,CALIFORNIA 3
91506,915,7337,4398,3007,3534,WESTERN-PACIFIC,CALIFORNIA 3
91507,915,277,31,26,31,WESTERN-PACIFIC,CALIFORNIA 3
91508,915,72,9,7,9,WESTERN-PACIFIC,CALIFORNIA 3
91510,915,1728,449,376,437,WESTERN-PACIFIC,CALIFORNIA 3
91601,916,19360,11316,7703,9716,WESTERN-PACIFIC,CALIFORNIA 3
91602,916,9928,6449,4413,5404,WESTERN-PACIFIC,CALIFORNIA 3
91603,916,776,181,160,176,WESTERN-PACIFIC,CALIFORNIA 3
91604,916,14746,9783,6707,8087,WESTERN-PACIFIC,CALIFORNIA 3
91605,916,16060,7526,5090,6457,WESTERN-PACIFIC,CALIFORNIA 3
91606,916,15983,7675,5308,6617,WESTERN-PACIFIC,CALIFORNIA 3
91607,916,14055,8391,5775,6965,WESTERN-PACIFIC,CALIFORNIA 3
91609,916,858,42,35,42,WESTERN-PACIFIC,CALIFORNIA 3
91610,916,539,138,122,127,WESTERN-PACIFIC,CALIFORNIA 3
91614,916,675,181,160,171,WESTERN-PACIFIC,CALIFORNIA 3
91615,916,1199,104,86,101,WESTERN-PACIFIC,CALIFORNIA 3
91616,916,331,47,44,46,WESTERN-PACIFIC,CALIFORNIA 3
91617,916,538,73,73,70,WESTERN-PACIFIC,CALIFORNIA 3
91701,917,11884,8268,5607,6981,WESTERN-PACIFIC,CALIFORNIA 4
91702,917,17946,9282,6204,8039,WESTERN-PACIFIC,CALIFORNIA 4
91706,917,17565,9126,6003,7959,WESTERN-PACIFIC,CALIFORNIA 4
91708,917,6762,6016,3661,5517,WESTERN-PACIFIC,CALIFORNIA 4
91709,917,25863,19018,12597,16331,WESTERN-PACIFIC,CALIFORNIA 4
91710,917,23684,15224,10052,13155,WESTERN-PACIFIC,CALIFORNIA 4
91711,917,12278,7469,5270,6167,WESTERN-PACIFIC,CALIFORNIA 4
91715,917,1297,66,61,65,WESTERN-PACIFIC,CALIFORNIA 4
91722,917,11761,5876,3903,5070,WESTERN-PACIFIC,CALIFORNIA 4
91723,917,6375,3596,2438,3139,WESTERN-PACIFIC,CALIFORNIA 4
91724,917,8636,4836,3262,4140,WESTERN-PACIFIC,CALIFORNIA 4
91729,917,2468,610,500,589,WESTERN-PACIFIC,CALIFORNIA 4
91730,917,25010,17063,11246,14986,WESTERN-PACIFIC,CALIFORNIA 4
91731,917,7242,3318,2259,2877,WESTERN-PACIFIC,CALIFORNIA 4
91732,917,14394,7043,4625,6130,WESTERN-PACIFIC,CALIFORNIA 4
91733,917,9127,4411,2907,3825,WESTERN-PACIFIC,CALIFORNIA 4
91734,917,1434,150,130,147,WESTERN-PACIFIC,CALIFORNIA 4
91737,917,8450,5676,3765,4772,WESTERN-PACIFIC,CALIFORNIA 4
91739,917,12646,9220,6082,7965,WESTERN-PACIFIC,CALIFORNIA 4
91740,917,9029,5069,3457,4332,WESTERN-PACIFIC,CALIFORNIA 4
91741,917,9402,5412,3750,4478,WESTERN-PACIFIC,CALIFORNIA 4
91743,917,478,29,29,29,WESTERN-PACIFIC,CALIFORNIA 4
91744,917,18366,10085,6455,8782,WESTERN-PACIFIC,CALIFORNIA 4
91745,917,16234,9763,6465,8139,WESTERN-PACIFIC,CALIFORNIA 4
91746,917,6576,3596,2306,3121,WESTERN-PACIFIC,CALIFORNIA 4
91747,917,1638,197,157,185,WESTERN-PACIFIC,CALIFORNIA 4
91748,917,13793,8148,5333,6823,WESTERN-PACIFIC,CALIFORNIA 4
91750,917,13322,7096,5000,5977,WESTERN-PACIFIC,CALIFORNIA 4
91752,917,11104,7513,4824,6728,WESTERN-PACIFIC,CALIFORNIA 4
91754,917,12052,6165,4220,5119,WESTERN-PACIFIC,CALIFORNIA 4
91755,917,8530,4236,2864,3530,WESTERN-PACIFIC,CALIFORNIA 4
91759,917,328,19,18,19,WESTERN-PACIFIC,CALIFORNIA 4
91761,917,20173,14004,9048,12502,WESTERN-PACIFIC,CALIFORNIA 4
91762,917,21232,12086,7882,10752,WESTERN-PACIFIC,CALIFORNIA 4
91763,917,11105,5917,3916,5243,WESTERN-PACIFIC,CALIFORNIA 4
91764,917,16963,10130,6604,8941,WESTERN-PACIFIC,CALIFORNIA 4
91765,917,15813,10415,6874,8769,WESTERN-PACIFIC,CALIFORNIA 4
91766,917,18631,10624,6901,9334,WESTERN-PACIFIC,CALIFORNIA 4
91767,917,15220,8099,5351,7092,WESTERN-PACIFIC,CALIFORNIA 4
91768,917,8180,4710,3086,4143,WESTERN-PACIFIC,CALIFORNIA 4
91769,917,2106,240,193,230,WESTERN-PACIFIC,CALIFORNIA 4
91770,917,17105,7811,5204,6525,WESTERN-PACIFIC,CALIFORNIA 4
91773,917,12672,7265,5035,6198,WESTERN-PACIFIC,CALIFORNIA 4
91775,917,8427,4575,3171,3641,WESTERN-PACIFIC,CALIFORNIA 4
91776,917,11482,6150,4108,5256,WESTERN-PACIFIC,CALIFORNIA 4
91778,917,1524,185,159,174,WESTERN-PACIFIC,CALIFORNIA 4
91780,917,12014,6346,4304,5204,WESTERN-PACIFIC,CALIFORNIA 4
91784,917,10089,6580,4473,5523,WESTERN-PACIFIC,CALIFORNIA 4
91785,917,1245,282,249,272,WESTERN-PACIFIC,CALIFORNIA 4
91786,917,19572,11282,7673,9756,WESTERN-PACIFIC,CALIFORNIA 4
91788,917,1051,250,201,239,WESTERN-PACIFIC,CALIFORNIA 4
91789,917,12824,8099,5377,6621,WESTERN-PACIFIC,CALIFORNIA 4
91790,917,13346,7562,4966,6443,WESTERN-PACIFIC,CALIFORNIA 4
91791,917,11332,6020,4015,5135,WESTERN-PACIFIC,CALIFORNIA 4
91792,917,9453,5527,3629,4716,WESTERN-PACIFIC,CALIFORNIA 4
91793,917,1111,215,197,206,WESTERN-PACIFIC,CALIFORNIA 4
91801,918,19442,10307,6899,8660,WESTERN-PACIFIC,CALIFORNIA 4
91802,918,2387,378,326,362,WESTERN-PACIFIC,CALIFORNIA 4
91803,918,10257,5041,3406,4235,WESTERN-PACIFIC,CALIFORNIA 4
91901,919,6046,3657,2566,3097,WESTERN-PACIFIC,CALIFORNIA 6
91902,919,6042,3673,2449,3013,WESTERN-PACIFIC,CALIFORNIA 6
91903,919,1534,141,128,133,WESTERN-PACIFIC,CALIFORNIA 6
91905,919,923,301,222,274,WESTERN-PACIFIC,CALIFORNIA 6
91906,919,1635,749,514,675,WESTERN-PACIFIC,CALIFORNIA 6
91908,919,1042,177,147,172,WESTERN-PACIFIC,CALIFORNIA 6
91909,919,1047,113,98,110,WESTERN-PACIFIC,CALIFORNIA 6
91910,919,26731,14862,9865,12676,WESTERN-PACIFIC,CALIFORNIA 6
91911,919,24601,14331,9375,12357,WESTERN-PACIFIC,CALIFORNIA 6
91912,919,6241,654,519,621,WESTERN-PACIFIC,CALIFORNIA 6
91913,919,18523,13907,8928,12083,WESTERN-PACIFIC,CALIFORNIA 6
91914,919,4874,3159,2154,2582,WESTERN-PACIFIC,CALIFORNIA 6
91915,919,11552,7982,5289,6882,WESTERN-PACIFIC,CALIFORNIA 6
91916,919,1024,328,238,295,WESTERN-PACIFIC,CALIFORNIA 6
91917,919,460,112,70,102,WESTERN-PACIFIC,CALIFORNIA 6
91921,919,1538,365,290,354,WESTERN-PACIFIC,CALIFORNIA 6
91931,919,264,14,14,14,WESTERN-PACIFIC,CALIFORNIA 6
91932,919,9762,5319,3558,4607,WESTERN-PACIFIC,CALIFORNIA 6
91933,919,1527,185,167,181,WESTERN-PACIFIC,CALIFORNIA 6
91934,919,370,78,64,71,WESTERN-PACIFIC,CALIFORNIA 6
91935,919,3661,1834,1276,1547,WESTERN-PACIFIC,CALIFORNIA 6
91941,919,12579,7658,5230,6322,WESTERN-PACIFIC,CALIFORNIA 6
91942,919,17376,10462,7246,8913,WESTERN-PACIFIC,CALIFORNIA 6
91943,919,537,59,52,56,WESTERN-PACIFIC,CALIFORNIA 6
91944,919,906,199,174,189,WESTERN-PACIFIC,CALIFORNIA 6
91945,919,9071,5559,3597,4803,WESTERN-PACIFIC,CALIFORNIA 6
91946,919,963,141,115,137,WESTERN-PACIFIC,CALIFORNIA 6
91948,919,208,21,21,21,WESTERN-PACIFIC,CALIFORNIA 6
91950,919,16980,8475,5664,7496,WESTERN-PACIFIC,CALIFORNIA 6
91951,919,1650,260,221,254,WESTERN-PACIFIC,CALIFORNIA 6
91962,919,1164,236,179,218,WESTERN-PACIFIC,CALIFORNIA 6
91963,919,693,131,99,123,WESTERN-PACIFIC,CALIFORNIA 6
91976,919,699,62,53,59,WESTERN-PACIFIC,CALIFORNIA 6
91977,919,18955,11779,7686,10265,WESTERN-PACIFIC,CALIFORNIA 6
91978,919,3404,2153,1406,1842,WESTERN-PACIFIC,CALIFORNIA 6
91979,919,1145,194,164,179,WESTERN-PACIFIC,CALIFORNIA 6
91980,919,1675,246,202,232,WESTERN-PACIFIC,CALIFORNIA 6
92003,920,2812,1392,956,1216,WESTERN-PACIFIC,CALIFORNIA 6
92004,920,2251,479,400,429,WESTERN-PACIFIC,CALIFORNIA 6
92007,920,5002,2587,1919,2001,WESTERN-PACIFIC,CALIFORNIA 6
92008,920,11551,6792,4788,5487,WESTERN-PACIFIC,CALIFORNIA 6
92009,920,16585,10732,7469,8329,WESTERN-PACIFIC,CALIFORNIA 6
92010,920,7412,4746,3289,3920,WESTERN-PACIFIC,CALIFORNIA 6
92011,920,9847,6221,4329,4955,WESTERN-PACIFIC,CALIFORNIA 6
92013,920,662,205,172,196,WESTERN-PACIFIC,CALIFORNIA 6
92014,920,6604,3856,2734,2975,WESTERN-PACIFIC,CALIFORNIA 6
92018,920,1940,318,271,305,WESTERN-PACIFIC,CALIFORNIA 6
92019,920,15233,8697,5907,7429,WESTERN-PACIFIC,CALIFORNIA 6
92020,920,20166,12160,8177,10498,WESTERN-PACIFIC,CALIFORNIA 6
92021,920,24518,13591,9163,11769,WESTERN-PACIFIC,CALIFORNIA 6
92022,920,2637,171,144,158,WESTERN-PACIFIC,CALIFORNIA 6
92023,920,2637,361,308,346,WESTERN-PACIFIC,CALIFORNIA 6
92024,920,19439,11353,8127,8563,WESTERN-PACIFIC,CALIFORNIA 6
92025,920,15062,8884,5989,7573,WESTERN-PACIFIC,CALIFORNIA 6
92026,920,18550,11347,7651,9676,WESTERN-PACIFIC,CALIFORNIA 6
92027,920,17094,9551,6427,8129,WESTERN-PACIFIC,CALIFORNIA 6
92028,920,18543,11388,7721,9772,WESTERN-PACIFIC,CALIFORNIA 6
92029,920,7518,5406,3588,4517,WESTERN-PACIFIC,CALIFORNIA 6
92030,920,1507,123,104,115,WESTERN-PACIFIC,CALIFORNIA 6
92033,920,1468,72,65,71,WESTERN-PACIFIC,CALIFORNIA 6
92036,920,2051,608,462,553,WESTERN-PACIFIC,CALIFORNIA 6
92037,920,18325,10131,7177,7975,WESTERN-PACIFIC,CALIFORNIA 6
92038,920,1623,257,213,241,WESTERN-PACIFIC,CALIFORNIA 6
92039,920,477,140,127,137,WESTERN-PACIFIC,CALIFORNIA 6
92040,920,16237,9493,6401,8109,WESTERN-PACIFIC,CALIFORNIA 6
92046,920,1918,176,149,165,WESTERN-PACIFIC,CALIFORNIA 6
92049,920,649,77,68,73,WESTERN-PACIFIC,CALIFORNIA 6
92051,920,1839,151,128,142,WESTERN-PACIFIC,CALIFORNIA 6
92052,920,1897,341,292,325,WESTERN-PACIFIC,CALIFORNIA 6
92054,920,16236,8058,5725,6754,WESTERN-PACIFIC,CALIFORNIA 6
92055,920,0,100,96,83,WESTERN-PACIFIC,CALIFORNIA 6
92056,920,20766,13177,8951,11036,WESTERN-PACIFIC,CALIFORNIA 6
92057,920,19722,12249,8192,10372,WESTERN-PACIFIC,CALIFORNIA 6
92058,920,14410,9486,6372,8219,WESTERN-PACIFIC,CALIFORNIA 6
92059,920,445,114,82,103,WESTERN-PACIFIC,CALIFORNIA 6
92060,920,236,26,19,26,WESTERN-PACIFIC,CALIFORNIA 6
92061,920,1308,406,294,357,WESTERN-PACIFIC,CALIFORNIA 6
92064,920,16383,11016,7457,8932,WESTERN-PACIFIC,CALIFORNIA 6
92065,920,13923,7675,5246,6560,WESTERN-PACIFIC,CALIFORNIA 6
92066,920,154,26,22,26,WESTERN-PACIFIC,CALIFORNIA 6
92067,920,5669,1786,1339,1585,WESTERN-PACIFIC,CALIFORNIA 6
92068,920,482,108,89,99,WESTERN-PACIFIC,CALIFORNIA 6
92069,920,15566,9468,6369,7966,WESTERN-PACIFIC,CALIFORNIA 6
92070,920,658,161,135,147,WESTERN-PACIFIC,CALIFORNIA 6
92071,920,20955,13431,9142,11321,WESTERN-PACIFIC,CALIFORNIA 6
92072,920,2025,311,251,296,WESTERN-PACIFIC,CALIFORNIA 6
92074,920,1209,180,157,171,WESTERN-PACIFIC,CALIFORNIA 6
92075,920,5936,3035,2207,2357,WESTERN-PACIFIC,CALIFORNIA 6
92078,920,18423,11626,8009,9588,WESTERN-PACIFIC,CALIFORNIA 6
92079,920,1576,263,233,253,WESTERN-PACIFIC,CALIFORNIA 6
92081,920,10969,7704,5177,6512,WESTERN-PACIFIC,CALIFORNIA 6
92082,920,7843,4583,3005,3979,WESTERN-PACIFIC,CALIFORNIA 6
92083,920,11469,6728,4487,5780,WESTERN-PACIFIC,CALIFORNIA 6
92084,920,15524,9036,6093,7567,WESTERN-PACIFIC,CALIFORNIA 6
92085,920,2380,308,261,291,WESTERN-PACIFIC,CALIFORNIA 6
92086,920,875,298,210,259,WESTERN-PACIFIC,CALIFORNIA 6
92088,920,1876,195,166,181,WESTERN-PACIFIC,CALIFORNIA 6
92091,920,815,459,321,372,WESTERN-PACIFIC,CALIFORNIA 6
92092,920,0,2,2,1,WESTERN-PACIFIC,CALIFORNIA 6
92101,921,29712,17126,12137,15000,WESTERN-PACIFIC,CALIFORNIA 6
92102,921,14114,7664,5078,6560,WESTERN-PACIFIC,CALIFORNIA 6
92103,921,18455,12145,8372,10059,WESTERN-PACIFIC,CALIFORNIA 6
92104,921,21928,12781,8830,10614,WESTERN-PACIFIC,CALIFORNIA 6
92105,921,21148,10163,6867,8841,WESTERN-PACIFIC,CALIFORNIA 6
92106,921,7600,4461,3178,3531,WESTERN-PACIFIC,CALIFORNIA 6
92107,921,13407,6906,4931,5468,WESTERN-PACIFIC,CALIFORNIA 6
92108,921,14336,10848,7179,9443,WESTERN-PACIFIC,CALIFORNIA 6
92109,921,23644,12075,8707,9616,WESTERN-PACIFIC,CALIFORNIA 6
92110,921,11874,7135,4979,5890,WESTERN-PACIFIC,CALIFORNIA 6
92111,921,16183,10026,6798,8295,WESTERN-PACIFIC,CALIFORNIA 6
92112,921,2193,265,234,251,WESTERN-PACIFIC,CALIFORNIA 6
92113,921,12720,6298,4119,5627,WESTERN-PACIFIC,CALIFORNIA 6
92114,921,17848,11324,7179,9748,WESTERN-PACIFIC,CALIFORNIA 6
92115,921,21698,12248,8283,10310,WESTERN-PACIFIC,CALIFORNIA 6
92116,921,16710,9707,6696,7933,WESTERN-PACIFIC,CALIFORNIA 6
92117,921,20894,11881,8073,9409,WESTERN-PACIFIC,CALIFORNIA 6
92118,921,9061,4031,2912,3243,WESTERN-PACIFIC,CALIFORNIA 6
92119,921,9773,5753,3985,4689,WESTERN-PACIFIC,CALIFORNIA 6
92120,921,12760,8507,5844,7009,WESTERN-PACIFIC,CALIFORNIA 6
92121,921,4012,1257,842,980,WESTERN-PACIFIC,CALIFORNIA 6
92122,921,21346,14245,9545,11567,WESTERN-PACIFIC,CALIFORNIA 6
92123,921,11463,8576,5658,7376,WESTERN-PACIFIC,CALIFORNIA 6
92124,921,11313,8118,5446,6800,WESTERN-PACIFIC,CALIFORNIA 6
92126,921,25520,19524,12381,16477,WESTERN-PACIFIC,CALIFORNIA 6
92127,921,16799,12636,8397,10692,WESTERN-PACIFIC,CALIFORNIA 6
92128,921,20654,14415,9621,12117,WESTERN-PACIFIC,CALIFORNIA 6
92129,921,18465,14135,9313,11625,WESTERN-PACIFIC,CALIFORNIA 6
92130,921,22736,17767,11661,14542,WESTERN-PACIFIC,CALIFORNIA 6
92131,921,12904,10535,7026,8697,WESTERN-PACIFIC,CALIFORNIA 6
92136,921,0,2,2,0,WESTERN-PACIFIC,CALIFORNIA 6
92137,921,747,161,146,158,WESTERN-PACIFIC,CALIFORNIA 6
92138,921,3236,273,233,255,WESTERN-PACIFIC,CALIFORNIA 6
92139,921,10658,6535,4203,5616,WESTERN-PACIFIC,CALIFORNIA 6
92142,921,1008,107,95,101,WESTERN-PACIFIC,CALIFORNIA 6
92143,921,4804,474,404,437,WESTERN-PACIFIC,CALIFORNIA 6
92145,921,0,2,2,1,WESTERN-PACIFIC,CALIFORNIA 6
92149,921,470,63,54,57,WESTERN-PACIFIC,CALIFORNIA 6
92150,921,1953,530,440,505,WESTERN-PACIFIC,CALIFORNIA 6
92153,921,1892,451,365,428,WESTERN-PACIFIC,CALIFORNIA 6
92154,921,22708,14627,9290,12818,WESTERN-PACIFIC,CALIFORNIA 6
92159,921,974,123,101,117,WESTERN-PACIFIC,CALIFORNIA 6
92160,921,1268,157,141,153,WESTERN-PACIFIC,CALIFORNIA 6
92163,921,2144,353,314,339,WESTERN-PACIFIC,CALIFORNIA 6
92165,921,1093,129,108,125,WESTERN-PACIFIC,CALIFORNIA 6
92166,921,1334,121,106,113,WESTERN-PACIFIC,CALIFORNIA 6
92167,921,882,125,107,122,WESTERN-PACIFIC,CALIFORNIA 6
92168,921,1388,217,190,206,WESTERN-PACIFIC,CALIFORNIA 6
92169,921,2428,294,255,286,WESTERN-PACIFIC,CALIFORNIA 6
92170,921,1130,125,104,122,WESTERN-PACIFIC,CALIFORNIA 6
92171,921,1794,160,137,154,WESTERN-PACIFIC,CALIFORNIA 6
92172,921,1970,204,182,195,WESTERN-PACIFIC,CALIFORNIA 6
92173,921,7311,3980,2588,3579,WESTERN-PACIFIC,CALIFORNIA 6
92174,921,2014,197,158,184,WESTERN-PACIFIC,CALIFORNIA 6
92175,921,1233,114,96,108,WESTERN-PACIFIC,CALIFORNIA 6
92176,921,837,268,226,258,WESTERN-PACIFIC,CALIFORNIA 6
92177,921,1547,168,144,162,WESTERN-PACIFIC,CALIFORNIA 6
92178,921,1569,262,216,246,WESTERN-PACIFIC,CALIFORNIA 6
92191,921,341,74,61,70,WESTERN-PACIFIC,CALIFORNIA 6
92192,921,1269,224,197,202,WESTERN-PACIFIC,CALIFORNIA 6
92193,921,1022,216,183,210,WESTERN-PACIFIC,CALIFORNIA 6
92195,921,1444,189,160,183,WESTERN-PACIFIC,CALIFORNIA 6
92196,921,1684,247,221,236,WESTERN-PACIFIC,CALIFORNIA 6
92198,921,1666,249,213,234,WESTERN-PACIFIC,CALIFORNIA 6
92199,921,0,2,1,2,WESTERN-PACIFIC,CALIFORNIA 6
92201,922,21158,9841,6735,8736,WESTERN-PACIFIC,CALIFORNIA 6
92202,922,2608,310,241,296,WESTERN-PACIFIC,CALIFORNIA 6
92203,922,14711,7830,5317,6906,WESTERN-PACIFIC,CALIFORNIA 6
92210,922,4678,1490,1074,1248,WESTERN-PACIFIC,CALIFORNIA 6
92211,922,19176,8607,6078,7540,WESTERN-PACIFIC,CALIFORNIA 6
92220,922,13383,7579,5047,6801,WESTERN-PACIFIC,CALIFORNIA 6
92222,922,1157,3,3,2,WESTERN-PACIFIC,CALIFORNIA 6
92223,922,21950,15400,10053,13890,WESTERN-PACIFIC,CALIFORNIA 6
92225,922,5686,1915,1393,1719,WESTERN-PACIFIC,CALIFORNIA 6
92226,922,2156,114,98,111,WESTERN-PACIFIC,CALIFORNIA 6
92227,922,9651,3739,2624,3359,WESTERN-PACIFIC,CALIFORNIA 6
92230,922,1155,492,346,466,WESTERN-PACIFIC,CALIFORNIA 6
92231,922,9628,4208,2938,3701,WESTERN-PACIFIC,CALIFORNIA 6
92232,922,4555,443,357,418,WESTERN-PACIFIC,CALIFORNIA 6
92233,922,1455,114,101,113,WESTERN-PACIFIC,CALIFORNIA 6
92234,922,19511,10692,7132,9421,WESTERN-PACIFIC,CALIFORNIA 6
92235,922,2548,239,199,227,WESTERN-PACIFIC,CALIFORNIA 6
92236,922,11225,4391,3017,3973,WESTERN-PACIFIC,CALIFORNIA 6
92239,922,644,13,10,13,WESTERN-PACIFIC,CALIFORNIA 6
92240,922,15112,8240,5401,7483,WESTERN-PACIFIC,CALIFORNIA 6
92241,922,4967,1545,1058,1372,WESTERN-PACIFIC,CALIFORNIA 6
92242,922,1361,113,87,104,WESTERN-PACIFIC,CALIFORNIA 6
92243,922,14788,6692,4633,5893,WESTERN-PACIFIC,CALIFORNIA 6
92244,922,2462,286,231,279,WESTERN-PACIFIC,CALIFORNIA 6
92247,922,1423,193,148,178,WESTERN-PACIFIC,CALIFORNIA 6
92248,922,1585,318,260,300,WESTERN-PACIFIC,CALIFORNIA 6
92249,922,2290,321,259,315,WESTERN-PACIFIC,CALIFORNIA 6
92250,922,2878,804,569,707,WESTERN-PACIFIC,CALIFORNIA 6
92251,922,7896,3895,2699,3508,WESTERN-PACIFIC,CALIFORNIA 6
92252,922,4952,2012,1432,1753,WESTERN-PACIFIC,CALIFORNIA 6
92253,922,21690,10139,7063,8853,WESTERN-PACIFIC,CALIFORNIA 6
92254,922,3884,373,316,367,WESTERN-PACIFIC,CALIFORNIA 6
92255,922,2244,326,255,313,WESTERN-PACIFIC,CALIFORNIA 6
92256,922,2547,355,279,348,WESTERN-PACIFIC,CALIFORNIA 6
92257,922,637,65,53,63,WESTERN-PACIFIC,CALIFORNIA 6
92258,922,492,62,48,51,WESTERN-PACIFIC,CALIFORNIA 6
92259,922,342,18,12,14,WESTERN-PACIFIC,CALIFORNIA 6
92260,922,19119,8439,5935,7275,WESTERN-PACIFIC,CALIFORNIA 6
92261,922,2351,213,161,205,WESTERN-PACIFIC,CALIFORNIA 6
92262,922,16973,8640,5932,7587,WESTERN-PACIFIC,CALIFORNIA 6
92263,922,3283,653,517,628,WESTERN-PACIFIC,CALIFORNIA 6
92264,922,15447,7528,5105,6585,WESTERN-PACIFIC,CALIFORNIA 6
92266,922,329,12,8,12,WESTERN-PACIFIC,CALIFORNIA 6
92267,922,794,31,29,27,WESTERN-PACIFIC,CALIFORNIA 6
92268,922,466,32,29,32,WESTERN-PACIFIC,CALIFORNIA 6
92270,922,15015,6712,4529,5857,WESTERN-PACIFIC,CALIFORNIA 6
92273,922,841,60,52,60,WESTERN-PACIFIC,CALIFORNIA 6
92274,922,5663,1657,1130,1516,WESTERN-PACIFIC,CALIFORNIA 6
92275,922,627,32,26,32,WESTERN-PACIFIC,CALIFORNIA 6
92276,922,4026,1429,998,1251,WESTERN-PACIFIC,CALIFORNIA 6
92277,922,11106,5650,3841,4916,WESTERN-PACIFIC,CALIFORNIA 6
92278,922,270,38,36,38,WESTERN-PACIFIC,CALIFORNIA 6
92281,922,1176,61,54,60,WESTERN-PACIFIC,CALIFORNIA 6
92282,922,507,305,199,271,WESTERN-PACIFIC,CALIFORNIA 6
92283,922,1763,90,78,86,WESTERN-PACIFIC,CALIFORNIA 6
92284,922,11152,6023,4026,5259,WESTERN-PACIFIC,CALIFORNIA 6
92285,922,1598,538,381,498,WESTERN-PACIFIC,CALIFORNIA 6
92286,922,1872,223,178,210,WESTERN-PACIFIC,CALIFORNIA 6
92301,923,10381,7621,4652,6929,WESTERN-PACIFIC,CALIFORNIA 6
92305,923,334,21,20,21,WESTERN-PACIFIC,CALIFORNIA 6
92307,923,15094,11358,7208,10151,WESTERN-PACIFIC,CALIFORNIA 6
92308,923,15548,10930,6987,9690,WESTERN-PACIFIC,CALIFORNIA 6
92309,923,458,15,12,15,WESTERN-PACIFIC,CALIFORNIA 6
92310,923,3371,1582,1090,1390,WESTERN-PACIFIC,CALIFORNIA 6
92311,923,11683,7707,5047,7021,WESTERN-PACIFIC,CALIFORNIA 6
92312,923,1810,213,171,210,WESTERN-PACIFIC,CALIFORNIA 6
92313,923,4588,2899,1957,2593,WESTERN-PACIFIC,CALIFORNIA 6
92314,923,4623,1447,1108,1310,WESTERN-PACIFIC,CALIFORNIA 6
92315,923,5326,740,606,690,WESTERN-PACIFIC,CALIFORNIA 6
92316,923,8134,4283,2754,3830,WESTERN-PACIFIC,CALIFORNIA 6
92317,923,2837,588,456,541,WESTERN-PACIFIC,CALIFORNIA 6
92318,923,67,29,22,23,WESTERN-PACIFIC,CALIFORNIA 6
92320,923,4872,2912,1952,2606,WESTERN-PACIFIC,CALIFORNIA 6
92321,923,920,72,64,70,WESTERN-PACIFIC,CALIFORNIA 6
92322,923,284,82,60,79,WESTERN-PACIFIC,CALIFORNIA 6
92324,923,17867,10524,6873,9467,WESTERN-PACIFIC,CALIFORNIA 6
92325,923,5064,1484,1131,1416,WESTERN-PACIFIC,CALIFORNIA 6
92327,923,402,26,24,26,WESTERN-PACIFIC,CALIFORNIA 6
92328,923,388,14,14,14,WESTERN-PACIFIC,CALIFORNIA 6
92329,923,3295,960,686,909,WESTERN-PACIFIC,CALIFORNIA 6
92331,923,942,180,145,175,WESTERN-PACIFIC,CALIFORNIA 6
92333,923,553,21,19,21,WESTERN-PACIFIC,CALIFORNIA 6
92334,923,3327,281,232,275,WESTERN-PACIFIC,CALIFORNIA 6
92335,923,23797,13405,8702,12090,WESTERN-PACIFIC,CALIFORNIA 6
92336,923,29975,21990,13903,19410,WESTERN-PACIFIC,CALIFORNIA 6
92337,923,8947,5662,3690,4973,WESTERN-PACIFIC,CALIFORNIA 6
92339,923,610,60,48,58,WESTERN-PACIFIC,CALIFORNIA 6
92340,923,2037,329,269,320,WESTERN-PACIFIC,CALIFORNIA 6
92341,923,317,61,48,55,WESTERN-PACIFIC,CALIFORNIA 6
92342,923,2896,1206,835,1130,WESTERN-PACIFIC,CALIFORNIA 6
92344,923,6581,4783,2994,4265,WESTERN-PACIFIC,CALIFORNIA 6
92345,923,26362,19045,11846,17121,WESTERN-PACIFIC,CALIFORNIA 6
92346,923,18529,12067,7917,10700,WESTERN-PACIFIC,CALIFORNIA 6
92347,923,341,104,74,101,WESTERN-PACIFIC,CALIFORNIA 6
92352,923,3218,694,532,656,WESTERN-PACIFIC,CALIFORNIA 6
92354,923,9568,5175,3500,4468,WESTERN-PACIFIC,CALIFORNIA 6
